County,heart,medcare_full_cov_amt,Population,CrimeRatePer100K,state,Max AQI
2014_mo_cass,152.5125,16757.0,9993,10227.158,mo,102
2010_mo_clay,128.75454545454545,28826.0,2961,45018.574,mo,129
2011_mo_clay,130.0909090909091,29948.0,11124,11596.548,mo,172
2012_mo_clay,128.0,31215.0,8563,15520.261,mo,177
2013_mo_clay,132.21818181818182,32549.0,30000,4350.0,mo,136
2014_mo_clay,125.45454545454545,33761.0,1465,89556.31,mo,120
2011_mo_clinton,190.575,3284.0,9969,3460.7283,mo,159
2012_mo_clinton,202.9625,3366.0,9943,3560.294,mo,166
2013_mo_clinton,207.38750000000002,3454.0,2042,19539.668,mo,119
2014_mo_clinton,222.9,3591.0,9145,3914.7075,mo,93
2010_mo_greene,164.51666666666668,45569.0,1393,73151.47,mo,101
2011_mo_greene,166.90833333333333,46930.0,160078,636.56464,mo,143
2012_mo_greene,150.03333333333333,48632.0,84757,1188.1024,mo,150
2013_mo_greene,165.35833333333332,50044.0,86955,1162.6704,mo,97
2014_mo_greene,164.63333333333333,51254.0,165280,588.09296,mo,85
2010_mo_jackson,183.42000000000002,96863.0,24475,9720.123,mo,119
2011_mo_jackson,180.60666666666665,98840.0,91696,2629.3403,mo,104
2012_mo_jackson,176.69333333333333,101507.0,3362,71505.055,mo,91
2013_mo_jackson,175.75333333333336,104023.0,53131,4432.4404,mo,92
2014_mo_jackson,168.39333333333335,106099.0,7874,29413.26,mo,108
2010_mo_jasper,91.22727272727273,19535.0,2936,33072.207,mo,140
2011_mo_jasper,89.88181818181819,19242.0,7472,12366.167,mo,172
2012_mo_jasper,88.69090909090909,19567.0,7525,11920.266,mo,154
2013_mo_jasper,83.03636363636363,19960.0,30132,2903.8894,mo,105
2014_mo_jasper,86.38181818181819,20357.0,1304,76226.99,mo,103
2010_mo_jefferson,221.6222222222222,30802.0,20808,6122.645,mo,151
2011_mo_jefferson,205.3,32076.0,20884,6258.38,mo,192
2012_mo_jefferson,208.9777777777778,33415.0,3486,36259.324,mo,190
2013_mo_jefferson,195.8777777777778,34980.0,6460,20092.879,mo,150
2014_mo_jefferson,197.05555555555554,36394.0,11883,10376.167,mo,142
2010_mo_lincoln,149.0,7162.0,1934,29317.477,mo,151
2011_mo_lincoln,142.65,7416.0,1409,41447.836,mo,140
2012_mo_lincoln,145.5375,7782.0,1419,41789.992,mo,172
2013_mo_lincoln,143.75,8156.0,1413,40764.332,mo,136
2014_mo_lincoln,155.5125,8431.0,1421,36945.812,mo,97
2010_mo_stoddard,167.5,6839.0,15513,2281.957,mo,110
2011_mo_stoddard,184.8125,7013.0,15569,2068.2124,mo,76
2012_mo_stoddard,182.5625,7051.0,1342,26900.148,mo,64
2013_mo_stoddard,170.26250000000002,7111.0,15394,2345.0696,mo,66
2014_mo_stoddard,180.71428571428572,7149.0,1950,18102.564,mo,67
2010_mo_taney,120.55,10333.0,10520,5437.262,mo,93
2011_mo_taney,120.1,10752.0,1767,28692.7,mo,126
2012_mo_taney,123.125,11192.0,32586,1528.2637,mo,122
2013_mo_taney,105.3,11537.0,10918,4158.2705,mo,100
2014_mo_taney,108.075,11932.0,2327,21400.945,mo,77
2010_mt_cascade,199.0875,14598.0,58505,668.319,mt,99
2011_mt_cascade,199.55,14855.0,23025,1550.4886,mt,82
2012_mt_cascade,182.3125,15181.0,59360,707.5472,mt,132
2013_mt_cascade,210.03750000000002,15566.0,58940,634.5436,mt,71
2014_mt_cascade,194.07500000000002,15799.0,59501,647.048,mt,154
2010_mt_flathead,124.52499999999999,15451.0,59956,980.7192,mt,95
2011_mt_flathead,112.825,16065.0,20104,2183.645,mt,88
2012_mt_flathead,104.7625,16860.0,20147,2392.4158,mt,94
2013_mt_flathead,95.15,17747.0,6496,8543.72,mt,125
2014_mt_flathead,74.825,18612.0,21238,2707.4111,mt,141
2010_mt_gallatin,89.97500000000001,9242.0,7389,6414.941,mt,124
2011_mt_gallatin,87.95,9652.0,7455,5660.6304,mt,103
2012_mt_gallatin,86.5625,10241.0,41329,1200.1259,mt,138
2013_mt_gallatin,94.525,10863.0,39167,1268.9253,mt,76
2014_mt_gallatin,88.2875,11472.0,7677,6903.739,mt,85
2010_mt_lewis and clark,213.70000000000002,9889.0,28190,1206.1014,mt,158
2011_mt_lewis and clark,184.04999999999998,10156.0,28440,1290.436,mt,115
2012_mt_lewis and clark,170.0625,10645.0,28791,1295.5437,mt,148
2013_mt_lewis and clark,169.1375,11173.0,29411,1179.8307,mt,100
2014_mt_lewis and clark,144.075,11688.0,29928,1232.9591,mt,150
2010_mt_missoula,160.36666666666667,14553.0,66788,595.9154,mt,181
2011_mt_missoula,173.8222222222222,15182.0,42888,997.9482,mt,157
2012_mt_missoula,161.74444444444444,16079.0,67758,678.8866,mt,178
2013_mt_missoula,163.53333333333333,16896.0,68877,641.72363,mt,163
2014_mt_missoula,149.3111111111111,17606.0,69674,592.76056,mt,157
2010_mt_ravalli,90.35,8735.0,4348,7497.7,mt,145
2011_mt_ravalli,82.47500000000001,9120.0,33432,978.1048,mt,153
2012_mt_ravalli,79.8625,9487.0,33564,953.40247,mt,286
2013_mt_ravalli,86.5875,9968.0,4555,6695.939,mt,124
2014_mt_ravalli,88.4,10359.0,4604,7710.6865,mt,117
2014_mt_roosevelt,185.6125,1437.0,2830,8339.223,mt,71
2011_mt_sheridan,306.0,885.0,3414,1845.3427,mt,50
2012_mt_sheridan,358.35,874.0,3484,2353.6167,mt,96
2013_mt_sheridan,426.85,877.0,3670,2288.8284,mt,66
2014_mt_sheridan,420.35,870.0,3754,2051.1455,mt,71
2010_mt_yellowstone,133.39000000000001,23037.0,104170,444.4658,mt,82
2011_mt_yellowstone,146.76,23680.0,105095,429.13556,mt,77
2012_mt_yellowstone,154.63,24475.0,37881,1327.8425,mt,94
2013_mt_yellowstone,168.63,25091.0,107802,469.37903,mt,77
2014_mt_yellowstone,155.0,25647.0,38599,1264.2815,mt,76
2010_ne_douglas,176.20714285714286,62376.0,98028,825.2745,ne,137
2011_ne_douglas,186.33571428571426,64007.0,412608,201.88654,ne,109
2012_ne_douglas,184.0,65799.0,6077,13888.432,ne,140
2013_ne_douglas,189.92857142857142,67589.0,99661,779.643,ne,118
2014_ne_douglas,185.41428571428574,69454.0,438465,178.8056,ne,110
2010_ne_hall,131.75555555555556,8318.0,48520,768.7551,ne,76
2011_ne_hall,137.76666666666668,8474.0,48953,792.597,ne,66
2012_ne_hall,147.8111111111111,8668.0,49583,794.62714,ne,71
2013_ne_hall,140.82222222222222,8866.0,50441,727.5827,ne,76
2014_ne_hall,133.41111111111113,9041.0,10314,3878.2239,ne,74
2010_ne_lancaster,175.84545454545454,33654.0,258379,197.7715,ne,108
2011_ne_lancaster,167.71818181818182,34638.0,260685,199.85808,ne,87
2012_ne_lancaster,158.5,35806.0,27651,1999.9277,ne,80
2013_ne_lancaster,131.69,37219.0,267565,201.82011,ne,74
2014_ne_lancaster,169.0,38470.0,271208,197.26558,ne,109
2010_ne_sarpy,144.85454545454547,15294.0,15758,4848.331,ne,125
2011_ne_sarpy,144.5909090909091,16107.0,74712,989.13165,ne,110
2012_ne_sarpy,145.06363636363636,17275.0,51678,1449.3595,ne,88
2013_ne_sarpy,154.14545454545453,18328.0,17790,4092.1868,ne,128
2014_ne_sarpy,145.96363636363637,19345.0,54251,1260.8063,ne,106
2010_ne_scotts bluff,253.9888888888889,7121.0,15039,2712.9463,ne,80
2010_nv_carson city,287.3875,9848.0,10030,1575.2742,nv,90
2011_nv_carson city,299.0777777777778,10118.0,10115,1552.1503,nv,97
2012_nv_carson city,277.22222222222223,10529.0,10230,1622.6783,nv,112
2013_nv_carson city,268.74444444444447,10934.0,10091,1298.1864,nv,220
2014_nv_carson city,266.4222222222222,11252.0,10155,1260.4629,nv,162
2010_nv_churchill,232.0875,4246.0,16271,1831.4794,nv,80
2011_nv_churchill,272.0375,4362.0,8679,3560.318,nv,77
2012_nv_churchill,277.33750000000003,4517.0,8633,4181.629,nv,51
2013_nv_churchill,280.6625,4592.0,8411,3899.655,nv,87
2014_nv_churchill,315.7875,4754.0,15767,2308.6191,nv,100
2010_nv_clark,146.44375,218466.0,1446280,101.640076,nv,147
2011_nv_clark,153.5,228811.0,218790,590.97766,nv,161
2012_nv_clark,149.15,241069.0,15364,9307.472,nv,180
2013_nv_clark,164.74375,253633.0,1500455,90.905754,nv,166
2014_nv_clark,171.2875,266326.0,15233,9433.467,nv,158
2010_nv_douglas,165.0,10066.0,46997,542.5878,nv,36
2011_nv_douglas,175.06666666666666,10560.0,47393,516.954,nv,61
2012_nv_douglas,168.24444444444444,11013.0,47499,553.69586,nv,77
2013_nv_douglas,166.2,11535.0,47194,559.3931,nv,280
2014_nv_douglas,165.60000000000002,12022.0,47584,577.92535,nv,135
2010_nv_elko,124.32000000000001,4410.0,18297,2984.0957,nv,139
2011_nv_elko,140.08999999999997,4533.0,2388,25460.637,nv,85
2012_nv_elko,139.20999999999998,4649.0,2431,26984.781,nv,89
2013_nv_elko,158.26,4782.0,25496,2270.9443,nv,83
2014_nv_elko,159.18,4955.0,20528,2835.1519,nv,123
2010_nv_lyon,220.11111111111111,9305.0,48932,371.94473,nv,101
2011_nv_lyon,239.16666666666666,9790.0,49344,340.46692,nv,133
2012_nv_lyon,243.0222222222222,10341.0,49468,596.3451,nv,119
2013_nv_lyon,232.34444444444443,10896.0,2997,10710.711,nv,90
2014_nv_lyon,241.6222222222222,11307.0,48887,634.1154,nv,112
2010_nv_mineral,174.85,1152.0,4772,3038.558,nv,67
2011_nv_mineral,191.45000000000002,1135.0,4812,477.97174,nv,119
2012_nv_mineral,193.79999999999998,1149.0,4653,2235.1172,nv,21
2013_nv_mineral,186.8166666666667,1146.0,4636,129.42192,nv,24
2010_nv_nye,174.7125,11700.0,43946,634.87006,nv,82
2011_nv_nye,179.08888888888887,12012.0,44317,374.5741,nv,120
2012_nv_nye,173.88888888888889,12375.0,43918,712.69183,nv,107
2013_nv_nye,183.63333333333333,12709.0,42853,571.7219,nv,133
2014_nv_nye,199.58888888888887,13051.0,42311,439.602,nv,143
2010_nv_washoe,298.65333333333336,54697.0,4010,1970.0748,nv,122
2011_nv_washoe,319.4,57325.0,4044,1458.9515,nv,136
2012_nv_washoe,308.23333333333335,60845.0,3947,1241.4492,nv,895
2013_nv_washoe,304.1,64145.0,3933,1067.8872,nv,895
2014_nv_washoe,296.9266666666666,66877.0,3965,706.1791,nv,891
2010_nh_belknap,135.15,12091.0,3567,28875.807,nh,119
2011_nh_belknap,130.925,12548.0,7135,14449.895,nh,93
2012_nh_belknap,135.5125,13091.0,7385,13378.47,nh,97
2013_nh_belknap,134.29999999999998,13756.0,4616,21988.734,nh,84
2014_nh_belknap,137.7625,14251.0,16043,6382.846,nh,90
2010_nh_cheshire,307.37142857142857,12937.0,23409,3707.9756,nh,106
2011_nh_cheshire,304.35714285714283,13413.0,5464,15263.543,nh,134
2012_nh_cheshire,310.6142857142857,13931.0,2395,33402.92,nh,112
2013_nh_cheshire,264.9875,14287.0,2139,36325.387,nh,108
2014_nh_cheshire,245.36249999999998,14853.0,3956,21713.854,nh,115
2010_nh_coos,221.1125,8062.0,2288,21722.027,nh,129
2011_nh_coos,205.55,8222.0,2852,17847.125,nh,101
2012_nh_coos,233.9625,8472.0,3476,15074.799,nh,108
2013_nh_coos,211.8125,8622.0,2221,23998.2,nh,119
2014_nh_coos,218.7625,8777.0,10035,5839.5615,nh,97
2010_nh_grafton,164.0,14833.0,1595,89592.48,nh,94
2011_nh_grafton,157.51250000000002,15408.0,1105,135927.61,nh,92
2012_nh_grafton,165.125,15961.0,1661,80915.11,nh,97
2013_nh_grafton,157.86249999999998,16562.0,3302,40036.34,nh,84
2014_nh_grafton,158.7,17025.0,4637,33232.695,nh,101
2010_nh_hillsborough,134.28,52819.0,6284,41915.977,nh,140
2011_nh_hillsborough,129.3181818181818,55036.0,109708,2307.0332,nh,161
2012_nh_hillsborough,123.39090909090909,57369.0,25606,9790.674,nh,150
2013_nh_hillsborough,120.54545454545455,59823.0,87052,2907.4575,nh,112
2014_nh_hillsborough,122.87272727272726,61995.0,110571,2445.4875,nh,129
2010_nh_merrimack,144.3625,22930.0,4836,30996.691,nh,126
2011_nh_merrimack,158.65,23807.0,4572,29090.113,nh,93
2012_nh_merrimack,158.025,24902.0,4849,26727.16,nh,101
2013_nh_merrimack,163.7375,25907.0,42615,3099.8474,nh,97
2014_nh_merrimack,161.7375,26841.0,5349,26659.188,nh,101
2010_nh_rockingham,112.97272727272725,41924.0,28776,10675.5625,nh,154
2011_nh_rockingham,126.80909090909091,43905.0,21261,14745.309,nh,151
2012_nh_rockingham,128.51818181818183,45923.0,33284,9298.762,nh,143
2013_nh_rockingham,137.14000000000001,48001.0,21453,14198.48,nh,119
2014_nh_rockingham,125.9090909090909,50003.0,8774,37166.63,nh,112
2010_nj_atlantic,218.79999999999998,41645.0,10650,23953.053,nj,150
2011_nj_atlantic,215.79999999999998,42849.0,8653,30324.742,nj,136
2012_nj_atlantic,236.37142857142857,44269.0,20334,12879.905,nj,154
2013_nj_atlantic,234.46428571428572,45619.0,43709,5797.433,nj,154
2014_nj_atlantic,225.46428571428572,46872.0,15982,15223.376,nj,167
2010_nj_bergen,165.52142857142857,133215.0,10626,61669.492,nj,150
2011_nj_bergen,159.50714285714284,135548.0,8214,80654.98,nj,174
2012_nj_bergen,157.74285714285716,138336.0,11978,55418.266,nj,133
2013_nj_bergen,161.32142857142858,140553.0,12923,50638.395,nj,119
2014_nj_bergen,157.17142857142858,142616.0,16650,39243.242,nj,133
2010_nj_camden,201.83571428571432,71737.0,13926,33247.164,nj,172
2011_nj_camden,196.00714285714284,73810.0,11494,41299.81,nj,179
2012_nj_camden,191.22142857142856,76128.0,8504,54327.375,nj,179
2013_nj_camden,195.0,78347.0,11590,37446.074,nj,112
2014_nj_camden,188.17142857142858,79914.0,17503,24692.91,nj,119
2010_nj_cumberland,280.1923076923077,23038.0,60724,1477.1754,nj,143
2011_nj_cumberland,285.3076923076923,23580.0,42566,1949.9131,nj,122
2012_nj_cumberland,296.65384615384613,24046.0,61252,1554.235,nj,164
2013_nj_cumberland,302.4923076923077,24679.0,60863,1590.4572,nj,90
2014_nj_cumberland,275.5692307692308,25038.0,28759,3105.115,nj,101
2010_nj_essex,228.89333333333335,92371.0,7822,41626.184,nj,164
2011_nj_essex,230.43333333333334,93905.0,46361,6775.091,nj,164
2012_nj_essex,230.73333333333332,96031.0,10828,28546.36,nj,140
2013_nj_essex,235.0,97761.0,28660,10635.032,nj,126
2014_nj_essex,211.64,99596.0,36286,8157.4165,nj,116
2010_nj_gloucester,164.13333333333333,39471.0,4216,69758.06,nj,179
2011_nj_gloucester,173.49166666666667,40788.0,18641,15921.893,nj,192
2012_nj_gloucester,180.65,42260.0,4322,66566.4,nj,166
2013_nj_gloucester,186.82500000000002,43646.0,12616,22241.598,nj,126
2014_nj_gloucester,177.0,45037.0,19082,13609.685,nj,122
2010_nj_hudson,270.3428571428571,63789.0,66455,3134.452,nj,206
2011_nj_hudson,284.49285714285713,64909.0,16318,13328.84,nj,156
2012_nj_hudson,282.85,66123.0,64036,3280.967,nj,126
2013_nj_hudson,271.85714285714283,67681.0,68254,3151.4636,nj,151
2014_nj_hudson,248.79999999999998,68528.0,68787,3045.6335,nj,150
2010_nj_hunterdon,195.67777777777778,17368.0,3906,29211.47,nj,169
2011_nj_hunterdon,171.8777777777778,18021.0,6610,16913.768,nj,156
2012_nj_hunterdon,197.04444444444445,18804.0,6007,18694.855,nj,143
2013_nj_hunterdon,185.38888888888889,19442.0,30172,3526.4485,nj,119
2014_nj_hunterdon,169.6222222222222,20101.0,3853,27926.29,nj,105
2010_nj_mercer,215.15714285714284,52551.0,13642,13011.289,nj,174
2011_nj_mercer,212.8,53606.0,88760,2086.5254,nj,159
2012_nj_mercer,211.75714285714284,55013.0,27389,6455.1465,nj,143
2013_nj_mercer,205.92142857142858,56052.0,84439,2036.9735,nj,122
2014_nj_mercer,194.89285714285714,56842.0,89138,1956.5168,nj,119
2010_nj_middlesex,196.24285714285716,100012.0,55181,6938.983,nj,172
2011_nj_middlesex,181.70000000000002,102393.0,99915,3812.2405,nj,166
2012_nj_middlesex,192.93571428571428,105124.0,5977,63744.355,nj,143
2013_nj_middlesex,188.07142857142858,107853.0,66528,5460.859,nj,112
2014_nj_middlesex,180.97857142857143,109975.0,44915,7565.4014,nj,174
2010_nj_monmouth,183.0,91901.0,8810,66231.555,nj,174
2011_nj_monmouth,168.27857142857144,94486.0,8839,67405.81,nj,179
2012_nj_monmouth,178.05,97790.0,16211,34908.395,nj,161
2013_nj_monmouth,176.56428571428572,100137.0,3280,170182.94,nj,151
2014_nj_monmouth,167.8642857142857,102693.0,5721,96941.09,nj,122
2010_nj_morris,195.05714285714288,67658.0,28117,14251.165,nj,172
2011_nj_morris,189.57142857142858,69353.0,8992,44406.14,nj,147
2012_nj_morris,201.45000000000002,71450.0,18601,20574.162,nj,156
2013_nj_morris,190.19285714285712,72953.0,25969,14347.877,nj,122
2014_nj_morris,179.67857142857142,74170.0,4374,84339.28,nj,112
2010_nj_ocean,161.1357142857143,130532.0,41255,8912.859,nj,172
2011_nj_ocean,153.56428571428572,132436.0,93152,3989.179,nj,190
2012_nj_ocean,154.19285714285712,134797.0,3081,117332.03,nj,161
2013_nj_ocean,139.3857142857143,136396.0,2892,118464.734,nj,119
2014_nj_ocean,148.7923076923077,138343.0,998,339478.97,nj,119
2010_nj_passaic,233.85,63076.0,54717,3921.9988,nj,172
2011_nj_passaic,226.67857142857142,64664.0,8445,26654.824,nj,136
2012_nj_passaic,236.37857142857143,66301.0,84684,2751.4053,nj,154
2013_nj_passaic,247.24285714285716,67528.0,145082,1491.5703,nj,122
2014_nj_passaic,214.92142857142858,68693.0,11246,20140.494,nj,97
2010_nj_union,216.46923076923076,68486.0,124969,2281.3657,nj,108
2011_nj_union,195.82142857142858,69510.0,125386,2300.8948,nj,118
2012_nj_union,199.28571428571428,70616.0,40926,6875.8247,nj,96
2013_nj_union,188.9,71715.0,17238,15947.325,nj,107
2014_nj_union,194.68571428571428,72837.0,17104,16031.338,nj,141
2010_nj_warren,170.53636363636363,16682.0,9724,12278.897,nj,112
2011_nj_warren,170.39090909090908,17150.0,5987,19492.232,nj,154
2012_nj_warren,190.79090909090908,17501.0,2686,42107.223,nj,129
2013_nj_warren,184.16363636363636,17993.0,6408,18164.795,nj,115
2014_nj_warren,180.79999999999998,18568.0,2622,43135.01,nj,91
2010_nm_bernalillo,229.8,86408.0,545852,122.01109,nm,146
2011_nm_bernalillo,240.05,89437.0,551961,119.75484,nm,293
2012_nm_bernalillo,228.79375,93324.0,118216,559.14594,nm,291
2013_nm_bernalillo,238.0625,96817.0,116059,566.953,nm,145
2014_nm_bernalillo,260.1875,100403.0,558874,116.84208,nm,105
2010_nm_chaves,212.21999999999997,10742.0,48366,1085.4733,nm,72
2011_nm_chaves,230.76999999999998,10761.0,48907,987.5887,nm,98
2012_nm_chaves,266.58000000000004,10855.0,16100,2906.8323,nm,56
2013_nm_chaves,301.65999999999997,11000.0,48472,951.0646,nm,121
2014_nm_chaves,328.39,11070.0,48636,984.8672,nm,75
2010_nm_eddy,144.01,8902.0,2328,15292.096,nm,101
2011_nm_eddy,145.48,8903.0,10430,2320.2302,nm,119
2012_nm_eddy,160.74,8983.0,10285,2323.7725,nm,155
2013_nm_eddy,175.07999999999998,9035.0,1683,15805.11,nm,122
2014_nm_eddy,184.28,9052.0,10273,1684.026,nm,115
2010_nm_grant,135.26666666666668,7045.0,2848,2808.9888,nm,126
2011_nm_grant,124.9888888888889,7224.0,2880,2951.389,nm,126
2012_nm_grant,126.33333333333333,7292.0,2815,4049.7336,nm,84
2013_nm_grant,149.67777777777778,7369.0,2786,2835.6067,nm,71
2014_nm_grant,157.96666666666667,7440.0,1750,4457.143,nm,90
2010_nm_lea,170.5,7790.0,8029,2789.8867,nm,64
2011_nm_lea,167.83636363636364,7815.0,2847,7692.308,nm,120
2012_nm_lea,180.84545454545454,7911.0,8023,2692.2598,nm,117
2013_nm_lea,197.20909090909092,7912.0,7018,2735.822,nm,111
2014_nm_lea,186.9,7904.0,6955,2171.0999,nm,113
2010_nm_lincoln,111.38888888888889,4626.0,14855,1501.1781,nm,127
2011_nm_lincoln,109.1888888888889,4760.0,10355,2259.7778,nm,79
2012_nm_lincoln,114.15555555555557,4937.0,14987,1588.043,nm,84
2013_nm_lincoln,130.96666666666667,5079.0,14770,1205.1455,nm,52
2014_nm_lincoln,139.75555555555556,5161.0,9940,1901.4084,nm,56
2012_nm_los alamos,134.225,2690.0,51416,509.569,nm,36
2013_nm_los alamos,139.4625,2769.0,22192,666.907,nm,53
2014_nm_los alamos,153.825,2784.0,22359,840.82477,nm,33
2010_nm_luna,200.77777777777777,5751.0,4881,880.967,nm,420
2011_nm_luna,183.91111111111113,5821.0,4936,263.37115,nm,610
2012_nm_luna,167.9777777777778,5905.0,4781,41.832253,nm,994
2013_nm_luna,195.93333333333334,5973.0,299,668.8963,nm,556
2014_nm_luna,211.89999999999998,6025.0,4650,688.17206,nm,224
2010_nm_mckinley,205.28333333333333,6887.0,29878,1305.3082,nm,31
2011_nm_mckinley,216.9,7063.0,30743,1278.3398,nm,47
2012_nm_mckinley,225.5666666666667,7291.0,30800,1259.7402,nm,39
2013_nm_mckinley,217.725,7547.0,31788,1236.3157,nm,51
2010_nm_rio arriba,207.86363636363637,6661.0,8320,6310.096,nm,41
2011_nm_rio arriba,211.0,6960.0,88500,567.2316,nm,84
2012_nm_rio arriba,209.37272727272727,7244.0,8515,5578.391,nm,35
2013_nm_rio arriba,214.05454545454543,7489.0,91777,355.20883,nm,112
2014_nm_rio arriba,210.73636363636362,7719.0,26620,1885.8,nm,93
2010_nm_san juan,163.2,14462.0,67947,593.1093,nm,251
2011_nm_san juan,156.11666666666667,14878.0,68707,503.58768,nm,143
2012_nm_san juan,156.88333333333333,15408.0,68751,511.99252,nm,112
2013_nm_san juan,149.30833333333334,15909.0,69566,196.93529,nm,156
2014_nm_san juan,155.95833333333334,16394.0,70438,560.77686,nm,97
2010_nm_sandoval,175.26923076923077,16847.0,13753,1032.5021,nm,100
2011_nm_sandoval,180.3153846153846,17904.0,13907,970.7342,nm,100
2012_nm_sandoval,187.46923076923076,19000.0,13678,1177.0728,nm,100
2013_nm_sandoval,201.8,20208.0,13458,1017.9819,nm,97
2014_nm_sandoval,212.7,21391.0,13603,1029.1847,nm,80
2010_nm_santa fe,154.88333333333333,22423.0,9051,1690.4209,nm,101
2011_nm_santa fe,155.6833333333333,23807.0,948,19092.826,nm,109
2012_nm_santa fe,161.725,25338.0,9069,2425.8462,nm,108
2013_nm_santa fe,169.5,26930.0,8861,2685.927,nm,100
2014_nm_santa fe,181.9,28730.0,8879,2387.6562,nm,87
2010_nm_socorro,173.68,2646.0,1910,6020.9424,nm,23
2011_nm_socorro,165.85,2700.0,12961,1041.5863,nm,69
2012_nm_socorro,173.16,2793.0,12807,1514.7966,nm,145
2013_nm_socorro,177.69,2884.0,12372,1600.3881,nm,68
2014_nm_socorro,210.42000000000002,2981.0,12101,1198.248,nm,58
2010_nm_taos,144.05454545454543,6018.0,1569,1019.7578,nm,62
2011_nm_taos,136.11818181818182,6378.0,1587,819.15564,nm,85
2012_nm_taos,130.52727272727273,6726.0,1524,1771.6537,nm,54
2013_nm_taos,130.04545454545453,7082.0,1492,1206.4343,nm,59
2014_nm_taos,115.54545454545455,7464.0,1469,2518.7202,nm,54
2010_nm_valencia,172.0909090909091,10939.0,14786,1724.6044,nm,87
2011_nm_valencia,168.1727272727273,11437.0,9285,2800.2153,nm,143
2012_nm_valencia,170.1,11927.0,15071,1652.1797,nm,115
2013_nm_valencia,176.56363636363636,12424.0,14772,1360.6824,nm,115
2014_nm_valencia,209.76363636363638,12865.0,14771,1570.6451,nm,93
2010_ny_albany,148.35,46751.0,77601,2213.889,ny,147
2011_ny_albany,147.46666666666667,47778.0,33734,5039.426,ny,140
2012_ny_albany,150.61666666666667,48833.0,98187,1634.636,ny,143
2013_ny_albany,149.74166666666667,49954.0,7458,20313.758,ny,97
2014_ny_albany,140.74166666666667,51082.0,98595,1567.0166,ny,87
2010_ny_chautauqua,295.88,26324.0,58029,2055.8687,ny,159
2011_ny_chautauqua,325.25,26834.0,12619,9184.563,ny,159
2012_ny_chautauqua,248.83333333333334,27313.0,31187,3703.466,ny,197
2013_ny_chautauqua,276.79,27801.0,30658,3525.9966,ny,119
2014_ny_chautauqua,231.71999999999997,28191.0,7265,14370.269,ny,112
2010_ny_chemung,218.82222222222222,17367.0,4097,17061.266,ny,122
2011_ny_chemung,215.06666666666666,17567.0,4115,16889.43,ny,105
2012_ny_chemung,188.83333333333334,17793.0,43351,1605.4994,ny,115
2010_ny_dutchess,189.46923076923076,44913.0,32736,3958.9443,ny,166
2011_ny_dutchess,185.93846153846152,46059.0,15611,8910.384,ny,185
2012_ny_dutchess,189.59230769230768,47335.0,15649,9291.328,ny,119
2013_ny_dutchess,207.36153846153846,48629.0,5476,23557.342,ny,100
2014_ny_dutchess,195.22307692307692,49945.0,2999,43614.54,ny,101
2010_ny_erie,228.97333333333333,162105.0,58144,5629.128,ny,122
2011_ny_erie,244.62,164383.0,25431,12413.983,ny,115
2012_ny_erie,208.51333333333332,167434.0,132847,2409.5388,ny,151
2013_ny_erie,242.8785714285714,170166.0,134143,2315.4395,ny,122
2014_ny_erie,209.80666666666667,172617.0,7696,39202.184,ny,101
2010_ny_essex,180.6875,7468.0,2521,12574.375,ny,159
2011_ny_essex,170.5375,7606.0,5065,5488.6475,ny,93
2012_ny_essex,180.7125,7890.0,3606,8763.173,ny,154
2013_ny_essex,175.0625,8056.0,3628,9729.879,ny,100
2014_ny_essex,173.85,8260.0,4979,5884.716,ny,101
2010_ny_franklin,157.3222222222222,9042.0,5406,7473.178,ny,67
2011_ny_franklin,164.94444444444446,9202.0,3683,9856.096,ny,104
2012_ny_franklin,160.14444444444445,9439.0,5936,6502.6953,ny,72
2013_ny_franklin,154.05555555555554,9681.0,5881,6903.588,ny,129
2014_ny_franklin,155.18888888888887,9843.0,38451,1048.0872,ny,79
2010_ny_herkimer,328.5,12270.0,7743,6212.0625,ny,105
2011_ny_herkimer,324.1,12567.0,4968,12137.682,ny,90
2012_ny_herkimer,346.2625,12927.0,5015,12622.133,ny,93
2013_ny_herkimer,332.35,13146.0,7693,7331.34,ny,93
2014_ny_herkimer,277.825,13323.0,5010,10399.201,ny,100
2010_ny_jefferson,217.3,16538.0,27023,2375.754,ny,143
2011_ny_jefferson,198.79000000000002,16788.0,3764,16498.406,ny,129
2012_ny_jefferson,206.08,17092.0,73844,778.6686,ny,140
2013_ny_jefferson,195.57999999999998,17403.0,75941,745.3154,ny,93
2014_ny_jefferson,200.95999999999998,17725.0,3710,13827.494,ny,119
2010_ny_madison,231.5875,11019.0,11393,4028.7898,ny,140
2011_ny_madison,247.8625,11265.0,11444,4439.0073,ny,100
2012_ny_madison,259.2375,11626.0,5103,12561.238,ny,47
2010_ny_monroe,139.36666666666667,119768.0,42641,4387.796,ny,108
2011_ny_monroe,141.65333333333334,122942.0,96527,1989.0808,ny,112
2012_ny_monroe,136.52666666666667,126635.0,96752,1932.7765,ny,151
2013_ny_monroe,143.88666666666668,129814.0,5335,33776.945,ny,84
2014_ny_monroe,150.96666666666667,132919.0,36884,4609.0444,ny,97
2010_ny_nassau,212.85714285714286,207378.0,42860,3523.0984,ny,96
2011_ny_nassau,207.3857142857143,211017.0,27085,6516.522,ny,108
2012_ny_nassau,210.17857142857142,215517.0,27209,6556.654,ny,86
2013_ny_nassau,207.5,218667.0,19528,9089.513,ny,95
