County,heart,medcare_full_cov_amt,Population,CrimeRatePer100K,state,Max AQI
2014_ny_nassau,199.2642857142857,221974.0,19094,9332.774,ny,76
2010_ny_niagara,200.84166666666667,41057.0,85128,1360.3044,ny,115
2011_ny_niagara,229.50833333333333,41677.0,50419,2171.8003,ny,150
2012_ny_niagara,219.58333333333334,42491.0,8406,13371.402,ny,169
2013_ny_niagara,248.49166666666667,43340.0,16175,6744.977,ny,101
2014_ny_niagara,240.64166666666665,43954.0,30986,3269.2183,ny,90
2010_ny_oneida,226.35833333333335,44819.0,33725,4088.9546,ny,97
2011_ny_oneida,255.14166666666665,45298.0,2081,66362.33,ny,93
2012_ny_oneida,280.5416666666667,46155.0,81311,1616.0176,ny,108
2013_ny_oneida,279.18333333333334,46562.0,8296,15971.552,ny,82
2014_ny_oneida,250.78333333333333,47145.0,32615,3939.905,ny,79
2010_ny_onondaga,199.23333333333335,75413.0,145170,1239.2367,ny,140
2011_ny_onondaga,202.73333333333335,76848.0,145822,1209.6941,ny,119
2012_ny_onondaga,200.83333333333334,78454.0,6620,24456.193,ny,133
2013_ny_onondaga,210.76666666666665,79997.0,180201,942.28107,ny,93
2014_ny_onondaga,206.89166666666665,81550.0,6941,23426.02,ny,93
2010_ny_orange,233.25,46613.0,27426,10008.751,ny,154
2011_ny_orange,220.19230769230768,47952.0,5926,50641.246,ny,166
2012_ny_orange,212.7923076923077,49600.0,8664,34983.84,ny,97
2013_ny_orange,205.93846153846152,51144.0,7112,43517.996,ny,86
2014_ny_orange,189.94615384615386,52602.0,28378,10610.332,ny,97
2010_ny_oswego,249.9857142857143,19821.0,85476,788.5254,ny,115
2011_ny_oswego,249.27142857142857,20400.0,85860,767.52856,ny,126
2012_ny_oswego,221.1625,21047.0,18256,3620.7273,ny,122
2013_ny_oswego,213.87142857142857,21512.0,2352,30697.28,ny,84
2014_ny_oswego,205.1,21865.0,11707,5210.558,ny,97
2010_ny_putnam,121.96363636363635,13292.0,34305,1428.3632,ny,166
2011_ny_putnam,115.44000000000001,13825.0,47708,1014.5049,ny,136
2012_ny_putnam,106.86363636363636,14393.0,47861,988.27856,ny,119
2013_ny_putnam,112.38181818181819,14862.0,47478,924.63873,ny,108
2014_ny_putnam,112.07000000000001,15299.0,34463,1244.8134,ny,97
2010_ny_rensselaer,160.20909090909092,24440.0,50129,2026.771,ny,122
2011_ny_rensselaer,180.95454545454547,25000.0,55719,1721.1365,ny,140
2012_ny_rensselaer,167.57272727272726,25800.0,55751,1651.9884,ny,108
2010_ny_rockland,188.25,43344.0,36634,3655.0745,ny,156
2011_ny_rockland,175.45,44708.0,84431,1593.0168,ny,122
2012_ny_rockland,173.52142857142857,46272.0,37244,3581.7852,ny,159
2013_ny_rockland,182.24285714285716,47365.0,87204,1459.7954,ny,143
2014_ny_rockland,159.72142857142856,48479.0,32586,3863.6223,ny,100
2010_ny_saratoga,148.6727272727273,33318.0,5409,15770.014,ny,105
2011_ny_saratoga,140.4909090909091,34542.0,5433,14743.235,ny,108
2012_ny_saratoga,123.80999999999999,36018.0,26871,3293.5134,ny,108
2013_ny_saratoga,145.66363636363636,37351.0,166774,503.07602,ny,93
2014_ny_saratoga,140.4090909090909,38730.0,168420,450.0653,ny,74
2010_ny_schenectady,166.63,25951.0,66135,1412.2628,ny,122
2011_ny_schenectady,183.82,26270.0,7764,10780.525,ny,108
2010_ny_steuben,200.925,18544.0,2595,29710.98,ny,100
2011_ny_steuben,187.3875,18892.0,59786,1323.0522,ny,157
2012_ny_steuben,168.825,19212.0,8612,8813.283,ny,100
2013_ny_steuben,187.6625,19542.0,11087,7008.2075,ny,84
2014_ny_steuben,184.58749999999998,19838.0,61604,1144.4062,ny,77
2010_ny_suffolk,225.20000000000002,219740.0,9523,15824.846,ny,166
2011_ny_suffolk,200.70714285714286,226186.0,19860,7703.9272,ny,209
2012_ny_suffolk,209.45000000000002,233705.0,1345578,117.34734,ny,174
2013_ny_suffolk,221.06428571428572,239194.0,3161,48750.395,ny,159
2014_ny_suffolk,212.75714285714284,244126.0,33696,4442.664,ny,136
2010_ny_tompkins,138.42000000000002,12059.0,61771,773.8259,ny,122
2011_ny_tompkins,135.5,12268.0,2374,15627.633,ny,90
2012_ny_tompkins,135.15,12678.0,2380,15672.27,ny,115
2013_ny_tompkins,108.21,13028.0,30433,1274.9318,ny,93
2014_ny_tompkins,114.91000000000001,13386.0,30639,1377.3295,ny,80
2010_ny_ulster,147.30833333333334,30878.0,10863,16045.292,ny,115
2011_ny_ulster,149.375,31906.0,6102,25843.986,ny,122
2012_ny_ulster,143.09166666666667,32911.0,12391,13090.1455,ny,101
2010_ny_wayne,126.54444444444445,17292.0,61811,1260.2935,ny,112
2011_ny_wayne,122.64444444444445,17749.0,9189,7704.8643,ny,97
2012_ny_wayne,120.35555555555555,18283.0,9162,7127.2646,ny,126
2013_ny_wayne,125.28888888888888,18752.0,8978,7284.4727,ny,93
2014_ny_wayne,146.5125,19129.0,2031,31216.15,ny,119
2010_ny_westchester,159.5,135936.0,7849,51840.996,ny,150
2011_ny_westchester,141.54,138410.0,11328,34763.418,ny,182
2012_ny_westchester,143.32666666666668,141587.0,7947,49540.707,ny,151
2013_ny_westchester,144.72,144020.0,11028,35165.035,ny,136
2014_ny_westchester,148.10666666666665,146316.0,26931,14429.468,ny,154
2010_nc_alamance,216.4818181818182,25984.0,14153,6571.045,nc,91
2011_nc_alamance,217.9181818181818,26620.0,50597,1895.3693,nc,108
2012_nc_alamance,209.96363636363637,27219.0,14499,6641.8374,nc,88
2013_nc_alamance,195.89090909090908,27877.0,14270,6762.439,nc,78
2014_nc_alamance,172.4909090909091,28603.0,14304,6858.2217,nc,73
2010_nc_alexander,144.11111111111111,6367.0,35100,843.3049,nc,140
2011_nc_alexander,132.0,6584.0,2125,13741.176,nc,105
2012_nc_alexander,136.60000000000002,6836.0,35340,863.04474,nc,126
2013_nc_alexander,132.0111111111111,7071.0,34771,647.091,nc,100
2014_nc_alexander,120.55555555555556,7254.0,2058,12973.762,nc,97
2013_nc_avery,102.9875,3783.0,15608,1409.5336,nc,93
2014_nc_avery,109.775,3890.0,15287,1282.1351,nc,90
2010_nc_buncombe,161.10833333333332,44034.0,83393,729.07794,nc,119
2011_nc_buncombe,140.69166666666666,45565.0,1360,70588.234,nc,100
2012_nc_buncombe,147.1916666666667,47470.0,85295,1148.9536,nc,150
2013_nc_buncombe,145.85833333333332,49136.0,140627,678.3904,nc,97
2014_nc_buncombe,140.9,50810.0,88184,1064.819,nc,93
2010_nc_caldwell,211.0,15861.0,18228,3598.859,nc,122
2011_nc_caldwell,209.47777777777776,16188.0,18459,3824.6926,nc,100
2012_nc_caldwell,203.77777777777777,16718.0,4732,14518.175,nc,129
2013_nc_caldwell,188.11111111111111,17173.0,55480,1283.3453,nc,93
2014_nc_caldwell,181.15555555555557,17538.0,55402,1254.4674,nc,100
2010_nc_carteret,156.82222222222222,14037.0,8661,10229.766,nc,101
2011_nc_carteret,135.1888888888889,14482.0,1514,57397.62,nc,87
2012_nc_carteret,149.95555555555555,15038.0,1531,58001.305,nc,84
2013_nc_carteret,145.86666666666667,15582.0,9159,9804.564,nc,93
2014_nc_carteret,143.0,16126.0,9330,7416.9346,nc,93
2010_nc_caswell,288.7,4618.0,23719,590.24414,nc,126
2011_nc_caswell,268.14,4818.0,24020,528.7261,nc,129
2012_nc_caswell,260.76,5114.0,23635,647.34503,nc,136
2013_nc_caswell,264.45,5231.0,23139,557.5003,nc,112
2014_nc_caswell,233.09,5372.0,23114,536.47144,nc,97
2010_nc_catawba,158.63333333333333,27968.0,83533,1253.3969,nc,88
2011_nc_catawba,150.25833333333335,28831.0,13132,8612.549,nc,93
2012_nc_catawba,161.08333333333334,29952.0,13081,8623.194,nc,80
2013_nc_catawba,160.31666666666666,30700.0,83867,1385.5271,nc,72
2014_nc_catawba,147.01666666666668,31603.0,83744,1283.6741,nc,85
2010_nc_chatham,154.05454545454543,12006.0,7887,5502.726,nc,108
2011_nc_chatham,135.4,12713.0,51093,808.3299,nc,100
2012_nc_chatham,137.07272727272726,13320.0,8051,5241.585,nc,151
2013_nc_chatham,131.21818181818182,14013.0,8243,5046.706,nc,80
2014_nc_chatham,115.78181818181817,14616.0,53887,781.2645,nc,87
2010_nc_cumberland,304.18461538461537,38871.0,91727,952.8274,nc,151
2011_nc_cumberland,285.9923076923077,39886.0,92891,973.18365,nc,143
2012_nc_cumberland,282.2923076923077,41352.0,94259,900.7097,nc,147
2013_nc_cumberland,284.53846153846155,42758.0,94443,879.89575,nc,105
2014_nc_cumberland,282.83846153846156,44358.0,16399,5134.4595,nc,97
2010_nc_davidson,200.77272727272728,28754.0,18931,4384.3433,nc,89
2011_nc_davidson,195.0818181818182,29673.0,19171,4266.8613,nc,79
2012_nc_davidson,192.55454545454543,30691.0,26994,2967.3262,nc,80
2013_nc_davidson,201.29090909090908,31566.0,26866,2947.9639,nc,77
2014_nc_davidson,193.9,32453.0,19008,4071.9695,nc,81
2010_nc_davie,123.04444444444445,7785.0,5051,6454.1675,nc,140
2011_nc_davie,121.77777777777777,8076.0,35676,706.35724,nc,119
2012_nc_davie,131.74444444444444,8386.0,35846,800.6472,nc,174
2013_nc_davie,134.63333333333333,8588.0,35538,801.95844,nc,100
2014_nc_davie,130.63333333333333,8870.0,5147,5556.635,nc,105
2010_nc_duplin,288.59999999999997,8859.0,3054,8971.84,nc,67
2011_nc_duplin,258.59090909090907,8978.0,3093,10572.26,nc,112
2012_nc_duplin,274.10909090909087,9292.0,3136,9406.888,nc,94
2013_nc_duplin,279.4636363636364,9477.0,4015,6151.93,nc,82
2014_nc_duplin,280.76363636363635,9696.0,3231,10646.858,nc,82
2010_nc_durham,151.9090909090909,29772.0,228330,234.74796,nc,129
2011_nc_durham,135.5818181818182,30982.0,231225,182.07373,nc,122
2012_nc_durham,138.39090909090908,32234.0,235563,173.20207,nc,151
2013_nc_durham,134.06363636363633,33737.0,37450,1383.1776,nc,87
2014_nc_durham,127.81818181818181,35351.0,39464,1342.9961,nc,90
2010_nc_edgecombe,491.43999999999994,10315.0,11415,4064.8271,nc,136
2011_nc_edgecombe,513.5699999999999,10539.0,11560,3961.938,nc,122
2012_nc_edgecombe,521.74,10786.0,748,58021.39,nc,161
2013_nc_edgecombe,516.17,11038.0,25356,1644.5812,nc,101
2014_nc_edgecombe,482.27,11213.0,22990,1996.5201,nc,84
2010_nc_forsyth,170.95833333333334,53880.0,97311,878.6263,nc,169
2011_nc_forsyth,158.67499999999998,55646.0,23416,3612.9143,nc,147
2012_nc_forsyth,162.91666666666666,57523.0,23643,3540.1597,nc,154
2013_nc_forsyth,178.99166666666667,59331.0,23553,3422.0696,nc,122
2014_nc_forsyth,175.6916666666667,61113.0,238082,351.55957,nc,100
2010_nc_franklin,228.01999999999998,8619.0,3359,14170.884,nc,119
2011_nc_franklin,224.36999999999998,8970.0,1172,41808.875,nc,136
2012_nc_franklin,228.01,9391.0,3416,13202.576,nc,159
2013_nc_franklin,223.17,9756.0,3426,10683.012,nc,84
2014_nc_franklin,201.67000000000002,10057.0,51950,885.46674,nc,84
2010_nc_gaston,217.0583333333333,35140.0,13656,6773.579,nc,94
2011_nc_gaston,197.44166666666663,36046.0,72651,1742.5775,nc,89
2012_nc_gaston,201.10833333333335,37443.0,72782,1755.9286,nc,82
2013_nc_gaston,214.49166666666667,38463.0,13814,7239.0327,nc,66
2014_nc_gaston,211.86666666666667,39332.0,80730,1363.8053,nc,73
2010_nc_granville,260.66999999999996,8842.0,39740,1371.4142,nc,136
2011_nc_granville,225.35,9225.0,8568,7061.158,nc,156
2012_nc_granville,221.95,9642.0,8553,6746.171,nc,154
2013_nc_granville,210.35,9922.0,8607,6215.8706,nc,93
2014_nc_granville,184.4,9987.0,8748,6367.1694,nc,100
2010_nc_guilford,161.16923076923075,70505.0,115440,919.9584,nc,154
2011_nc_guilford,162.10000000000002,72862.0,273086,380.83243,nc,140
2012_nc_guilford,166.0153846153846,75719.0,118199,901.86884,nc,154
2013_nc_guilford,171.8,78404.0,107261,963.07135,nc,105
2014_nc_guilford,166.1076923076923,81101.0,6693,15807.561,nc,100
2010_nc_haywood,235.85,14586.0,42567,1472.972,nc,122
2011_nc_haywood,251.225,14890.0,9994,6383.83,nc,122
2012_nc_haywood,255.2625,15394.0,42855,1386.0693,nc,136
2013_nc_haywood,261.7,15881.0,42766,1248.6555,nc,97
2014_nc_haywood,246.1125,16244.0,9712,5302.7183,nc,105
2010_nc_jackson,152.07777777777778,6493.0,37683,692.62006,nc,136
2011_nc_jackson,150.54444444444445,6746.0,38157,880.5724,nc,126
2012_nc_jackson,153.4888888888889,7027.0,38066,817.0021,nc,143
2013_nc_jackson,161.2111111111111,7239.0,37857,596.9834,nc,119
2014_nc_jackson,136.9888888888889,7444.0,38538,612.38257,nc,119
2010_nc_johnston,175.52727272727273,21969.0,6073,12201.548,nc,119
2011_nc_johnston,163.56363636363636,22971.0,11105,9329.131,nc,136
2012_nc_johnston,167.9,24048.0,16635,6263.9014,nc,177
2013_nc_johnston,173.97,25197.0,130241,770.1108,nc,97
2014_nc_johnston,151.47272727272727,26401.0,6275,16111.555,nc,84
2013_nc_lee,205.22727272727272,10370.0,29880,833.3334,nc,41
2014_nc_lee,218.65454545454548,10638.0,29929,1637.2081,nc,108
2010_nc_lenoir,383.13,12488.0,21677,1955.9904,nc,140
2011_nc_lenoir,372.0,12644.0,37550,1193.0759,nc,159
2012_nc_lenoir,390.03000000000003,12814.0,21836,1960.0659,nc,143
2013_nc_lenoir,405.86,13033.0,36995,1178.5377,nc,100
2014_nc_lenoir,391.28000000000003,13170.0,36539,1179.5615,nc,93
2010_nc_lincoln,165.13333333333333,11957.0,10486,3938.5847,nc,143
2011_nc_lincoln,170.41,12522.0,10619,4021.0945,nc,129
2012_nc_lincoln,168.77,13045.0,10675,3550.3513,nc,154
2013_nc_lincoln,168.32,13545.0,69172,617.3018,nc,105
2014_nc_lincoln,151.51000000000002,14134.0,69443,649.4535,nc,108
2010_nc_macon,216.3875,9188.0,29153,987.8915,nc,129
2011_nc_macon,198.575,9389.0,29526,1107.4984,nc,97
2012_nc_macon,196.8,9684.0,29572,960.3679,nc,90
2013_nc_macon,197.9125,9942.0,3894,8808.424,nc,84
2014_nc_macon,152.4625,10111.0,29087,1151.7173,nc,84
2010_nc_martin,382.87,5152.0,1488,23051.076,nc,133
2011_nc_martin,366.37,5263.0,5581,5644.15,nc,172
2012_nc_martin,379.24,5330.0,5494,6334.1826,nc,140
2013_nc_martin,358.86,5365.0,5390,5769.9443,nc,90
2014_nc_martin,329.05,5418.0,5345,5837.231,nc,97
2010_nc_mcdowell,173.07777777777775,9280.0,36250,1073.1035,nc,77
2011_nc_mcdowell,150.2111111111111,9577.0,920,41847.824,nc,83
2012_nc_mcdowell,155.3,9789.0,36700,948.2289,nc,73
2013_nc_mcdowell,155.94444444444446,10084.0,36263,1045.1423,nc,68
2014_nc_mcdowell,175.8111111111111,10289.0,36213,944.41223,nc,106
2010_nc_mecklenburg,135.65333333333334,92427.0,779541,155.98923,nc,177
2011_nc_mecklenburg,120.96666666666667,96736.0,789478,160.10579,nc,169
2012_nc_mecklenburg,120.84666666666666,101884.0,808504,158.68814,nc,166
2013_nc_mecklenburg,126.44,106864.0,24350,4776.1807,nc,101
2014_nc_mecklenburg,120.42,111584.0,856916,147.03893,nc,105
2014_nc_mitchell,155.0625,4059.0,2117,1322.6263,nc,65
2010_nc_montgomery,235.87999999999997,4859.0,1181,40050.805,nc,129
2011_nc_montgomery,244.01,5003.0,1196,42558.527,nc,112
2012_nc_montgomery,243.19,5083.0,845,55739.65,nc,151
2013_nc_montgomery,261.2,5127.0,19652,2325.4631,nc,80
2014_nc_montgomery,237.84,5257.0,3456,9837.963,nc,84
2010_nc_new hanover,148.51666666666668,31748.0,106476,825.5381,nc,129
2011_nc_new hanover,141.44166666666666,33179.0,87087,1032.301,nc,120
2012_nc_new hanover,136.6,34711.0,88381,961.7452,nc,122
2013_nc_new hanover,130.91666666666666,36244.0,110985,730.7294,nc,97
2014_nc_new hanover,124.25,37653.0,92133,871.5661,nc,93
2010_nc_person,348.62,7306.0,31102,1292.5214,nc,129
2011_nc_person,331.93999999999994,7522.0,8468,4475.6733,nc,143
2012_nc_person,331.91999999999996,7710.0,8480,4386.7925,nc,140
2013_nc_person,308.44,7950.0,8310,4777.377,nc,105
2014_nc_person,262.79,8152.0,8342,4914.888,nc,93
2010_nc_pitt,341.44166666666666,21052.0,60731,1111.4587,nc,136
2011_nc_pitt,335.9166666666667,21754.0,4995,12772.773,nc,136
2012_nc_pitt,347.575,22722.0,62449,1465.1956,nc,177
2013_nc_pitt,343.15000000000003,23586.0,88018,1071.3718,nc,100
2014_nc_pitt,320.02500000000003,24464.0,9594,10110.485,nc,93
2010_nc_robeson,380.12307692307695,20355.0,2035,50221.13,nc,83
2011_nc_robeson,359.53846153846155,20826.0,3471,29703.256,nc,100
2012_nc_robeson,342.66923076923075,21391.0,21969,4538.213,nc,77
2013_nc_robeson,339.53846153846155,21969.0,2440,36803.277,nc,64
2014_nc_robeson,320.90769230769234,22388.0,97904,655.7444,nc,61
2010_nc_rockingham,275.0181818181818,19330.0,15527,4695.0474,nc,156
2011_nc_rockingham,244.5818181818182,19804.0,2509,29414.107,nc,129
2012_nc_rockingham,239.6181818181818,20313.0,14616,4987.6846,nc,129
2013_nc_rockingham,251.6,20851.0,14286,4850.9033,nc,105
2014_nc_rockingham,225.5181818181818,21178.0,56416,1373.7238,nc,101
2010_nc_rowan,183.95454545454547,24906.0,77953,1305.9152,nc,169
2011_nc_rowan,188.3090909090909,25521.0,2135,46932.082,nc,159
2012_nc_rowan,191.3090909090909,26280.0,78470,1116.3502,nc,206
2013_nc_rowan,188.8,26990.0,77578,969.347,nc,108
2014_nc_rowan,174.57272727272726,27608.0,77475,1121.6521,nc,93
2010_nc_swain,231.31111111111113,3160.0,12557,1226.4076,nc,97
2011_nc_swain,216.14444444444445,3252.0,1442,20873.787,nc,80
2012_nc_swain,215.61111111111111,3346.0,12738,2331.6062,nc,84
2013_nc_swain,206.03333333333333,3416.0,12786,2025.6531,nc,93
2014_nc_swain,184.03333333333333,3468.0,12680,1293.3755,nc,84
2010_nc_union,178.88181818181818,21875.0,2402,26644.463,nc,115
2011_nc_union,161.8090909090909,22900.0,9984,6941.1055,nc,126
2012_nc_union,157.25454545454545,24135.0,143569,630.35895,nc,206
2013_nc_union,156.0,25455.0,146566,551.2875,nc,84
2014_nc_union,148.5909090909091,26687.0,3737,25635.537,nc,115
2010_nc_wake,164.29285714285714,87072.0,30117,6507.9526,nc,143
2011_nc_wake,156.8,92303.0,136949,1496.1775,nc,156
2012_nc_wake,161.5,98096.0,26852,8260.092,nc,161
2013_nc_wake,151.32857142857142,103488.0,27021,8252.841,nc,90
2014_nc_wake,141.4857142857143,109047.0,6200,32112.902,nc,100
2010_nc_watauga,213.09999999999997,7004.0,32305,1191.766,nc,71
2011_nc_watauga,211.35714285714286,7201.0,17339,2422.2852,nc,71
2012_nc_watauga,206.20000000000002,7462.0,17359,2396.4514,nc,66
2013_nc_watauga,197.44285714285712,7704.0,32671,1340.6384,nc,153
2014_nc_watauga,175.84285714285716,7961.0,32681,1141.3359,nc,58
2010_nc_wayne,233.13333333333333,20017.0,78880,773.3266,nc,92
2011_nc_wayne,231.9333333333333,20464.0,4647,12717.882,nc,154
2012_nc_wayne,245.11666666666665,20886.0,80376,711.6552,nc,80
2013_nc_wayne,239.26666666666668,21224.0,4672,12906.678,nc,89
2014_nc_wayne,259.6083333333333,21734.0,81216,716.60754,nc,77
2010_nc_yancey,132.85,4608.0,16125,1631.0077,nc,129
2011_nc_yancey,126.58749999999999,4696.0,1714,16277.713,nc,126
2012_nc_yancey,141.7,4799.0,16174,1446.7664,nc,156
2013_nc_yancey,133.65,4946.0,15964,1177.6497,nc,97
2014_nc_yancey,145.1375,5025.0,15881,1448.2715,nc,101
2010_nd_burleigh,129.5111111111111,11970.0,2406,19617.623,nd,89
2011_nd_burleigh,131.08888888888887,12409.0,17927,2800.2454,nd,74
2012_nd_burleigh,121.71249999999999,12872.0,64103,809.63446,nd,71
2013_nd_burleigh,114.5125,13308.0,65850,760.82007,nd,84
2014_nd_burleigh,114.0111111111111,13773.0,68492,743.15247,nd,113
2010_nd_cass,206.91111111111113,15681.0,105549,566.5615,nd,124
2011_nd_cass,181.33333333333334,16393.0,18711,3073.0586,nd,75
2012_nd_cass,188.76666666666668,17241.0,109813,558.22174,nd,91
2013_nd_cass,169.3,18045.0,28018,2244.9854,nd,88
2014_nd_cass,171.39999999999998,18825.0,30970,2069.7449,nd,113
2011_nd_mckenzie,266.325,898.0,4694,3089.0498,nd,262
2010_nd_ward,205.725,8736.0,40888,897.57385,nd,29
2013_oh_adams,239.25714285714284,5768.0,3211,2740.5793,oh,70
2014_oh_adams,225.5875,5868.0,19139,606.0922,oh,67
2010_oh_allen,310.90999999999997,18242.0,524,136641.22,oh,153
2011_oh_allen,289.82,18626.0,3534,12620.26,oh,119
2012_oh_allen,307.23,19123.0,12444,3262.6167,oh,169
2013_oh_allen,298.62,19526.0,24141,1938.6107,oh,112
2014_oh_allen,300.82,19839.0,12351,5627.0747,oh,108
2010_oh_ashtabula,234.29999999999998,18848.0,1288,23214.285,oh,156
2011_oh_ashtabula,240.56666666666666,19388.0,12850,1968.8716,oh,154
2012_oh_ashtabula,243.38888888888889,19852.0,51589,839.32623,oh,179
2013_oh_ashtabula,226.56666666666666,20193.0,12895,2760.76,oh,108
2014_oh_ashtabula,255.84444444444443,20490.0,12889,3204.2827,oh,119
2010_oh_athens,261.525,7806.0,5392,8086.053,oh,119
2011_oh_athens,280.5625,7996.0,23849,1752.694,oh,115
2012_oh_athens,285.7625,8254.0,23834,1653.1006,oh,68
2013_oh_athens,273.3125,8505.0,23721,1703.1323,oh,65
2014_oh_athens,251.625,8788.0,24083,1976.498,oh,67
2010_oh_butler,204.95000000000002,49732.0,76484,2611.0037,oh,151
2011_oh_butler,182.3166666666667,51542.0,42541,4696.6455,oh,172
2012_oh_butler,184.36666666666667,53413.0,48959,3680.6309,oh,179
2013_oh_butler,192.08333333333334,55172.0,2123,87140.84,oh,119
2014_oh_butler,194.50833333333333,56815.0,42654,3833.1692,oh,133
2010_oh_clark,314.16999999999996,25521.0,60608,980.06866,oh,136
2011_oh_clark,306.52,26088.0,7117,7742.0264,oh,140
2012_oh_clark,306.97,26600.0,65131,830.63367,oh,172
2013_oh_clark,295.31,27108.0,60012,959.808,oh,112
2014_oh_clark,264.67999999999995,27638.0,58891,1017.13336,oh,105
2010_oh_clermont,175.35555555555555,26970.0,11213,11361.8125,oh,154
2011_oh_clermont,175.45555555555555,28245.0,2492,48796.15,oh,179
2012_oh_clermont,177.84444444444443,29528.0,6768,17065.604,oh,202
2013_oh_clermont,158.57777777777775,30762.0,47066,2097.0552,oh,126
2014_oh_clermont,138.5,32047.0,15626,7577.115,oh,100
2010_oh_clinton,228.925,6759.0,12520,2595.8467,oh,133
2011_oh_clinton,228.46249999999998,6985.0,21503,1525.3685,oh,161
2012_oh_clinton,235.8125,7239.0,2557,12671.1,oh,187
2013_oh_clinton,222.45,7410.0,12439,2516.2793,oh,122
2014_oh_clinton,227.1625,7590.0,21554,1206.2727,oh,122
2010_oh_columbiana,252.0111111111111,20298.0,12303,1820.6941,oh,58
2011_oh_columbiana,256.77777777777777,20746.0,4050,7728.395,oh,37
2012_oh_columbiana,271.5888888888889,21272.0,4541,7112.971,oh,37
2013_oh_columbiana,255.81111111111113,21781.0,7838,4899.209,oh,43
2014_oh_columbiana,277.4555555555555,22024.0,4477,9135.582,oh,35
2010_oh_crawford,222.4,9134.0,10512,2663.6226,oh,112
2010_oh_cuyahoga,280.6666666666667,212528.0,1130,184513.27,oh,154
2011_oh_cuyahoga,286.7133333333333,214923.0,1198,163188.64,oh,155
2012_oh_cuyahoga,260.88,218334.0,2263,98762.7,oh,192
2013_oh_cuyahoga,265.05333333333334,221104.0,21929,10347.029,oh,151
2014_oh_cuyahoga,251.51999999999998,223803.0,32416,9276.283,oh,173
2010_oh_delaware,137.62,17758.0,11500,4086.9563,oh,133
