id,Hazardous Days,Max AQI,90th Percentile AQI,Worse_than_average,Abbreviation,medcare_full_cov_amt,BENES_FFS_CNT,MA_enroll_amt,MA_full_cov_enroll_rate,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENE_AVG_RISK_SCRE,TOT_MDCR_PYMT_AMT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_STDZD_RA_PYMT_AMT,TOT_MDCR_PYMT_PC,TOT_MDCR_STDZD_PYMT_PC,TOT_MDCR_STDZD_RA_PYMT_PC,state,Population,#Crimes,Off0,Off1,Off2,Off3,CrimeRatePer100K,heart
2013_pa_cambria,0,129,70,1,pa,33083.0,12235.0,20848.0,0.6302,69.0,0.5389,0.4611,0.9528,0.0304,0.0071,0.0096,0.3158,1.08,1.2301857201E8,1.2338831691E8,1.1941718111E8,10054.64,10084.86,9760.29,pa,12581,1924,125,531,435,833,15292.902,210.84444444444443
2010_ri_kent,0,136,61,1,ri,29044.0,16372.0,12672.0,0.4363,70.0,0.5724,0.4276,0.9531,0.0123,0.0184,0.0162,0.2292,1.03,1.6318906649E8,1.4570193503E8,1.4459545574E8,9967.57,8899.46,8831.87,ri,29191,830,48,336,254,192,2843.342,145.52727272727273
2014_tx_harris,0,151,77,1,tx,418435.0,239691.0,178744.0,0.4272,71.0,0.553,0.447,0.6077,0.1851,0.142,0.0652,0.1971,1.15,3.09024767982E9,2.93460241127E9,2.56360864311E9,12892.63,12243.27,10695.47,tx,15588,3694,260,1089,1306,1039,23697.717,264.9266666666667
2010_tx_harrison,0,126,68,1,tx,10207.0,8650.0,1557.0,0.1525,71.0,0.5558,0.4442,0.7519,0.2304,0.0112,0.0065,0.2176,1.03,8.503684859E7,9.032628683E7,8.73519477E7,9830.85,10442.35,10098.49,tx,23523,422,40,154,143,85,1793.9888,320.55454545454546
2013_ut_weber,0,162,105,1,ut,28154.0,18048.0,10106.0,0.359,72.0,0.5504,0.4496,0.9023,0.0122,0.0594,0.0261,0.1153,0.92,1.442832378E8,1.4983182267E8,1.8109654043E8,7994.42,8301.85,10034.16,ut,8595,1141,70,398,322,351,13275.16,121.02500000000002
2014_al_clay,0,70,54,1,al,3376.0,2901.0,475.0,0.1407,69.0,0.5636,0.4364,0.8525,0.1344,0.0065,0.0065,0.2878,0.99,2.384157152E7,2.578942394E7,2.892036268E7,8218.4,8889.84,9969.1,al,1967,146,15,61,0,70,7422.471,59.14444444444444
2014_al_talladega,0,79,56,1,al,17865.0,13046.0,4819.0,0.2697,68.0,0.555,0.445,0.7452,0.2433,0.0028,0.0087,0.2561,0.97,1.1574076174E8,1.2587791518E8,1.3669187269E8,8871.74,9648.77,10477.68,al,5072,198,16,96,0,86,3903.7854,81.77
2012_ct_tolland,0,177,101,1,ct,20641.0,15582.0,5059.0,0.2451,73.0,0.5542,0.4458,0.9495,0.013,0.0143,0.0232,0.2139,0.95,1.5083638054E8,1.3488196882E8,1.5049935939E8,9680.17,8656.27,9658.54,ct,12451,280,19,105,77,79,2248.8154,110.75
2014_in_boone,0,108,64,1,in,8328.0,6304.0,2024.0,0.243,72.0,0.5719,0.4281,0.9624,0.0084,0.006,0.0232,0.1409,0.94,5.982015649E7,5.778619139E7,6.299141835E7,9489.24,9166.59,9992.29,in,25574,126,6,16,58,46,492.6879,218.2625
2011_ky_campbell,0,147,77,1,ky,13303.0,9151.0,4152.0,0.3121,71.0,0.5703,0.4297,0.9738,0.0151,0.0035,0.0076,0.1923,1.01,8.924130032E7,8.876671357E7,9.027006672E7,9752.08,9700.22,9864.5,ky,15379,1174,25,288,425,436,7633.7866,256.32500000000005
2011_ky_perry,0,87,57,1,ky,6211.0,5504.0,707.0,0.1138,65.0,0.4873,0.5127,0.9753,0.0165,0.002,0.0062,0.371,1.07,5.446238993E7,5.443527396E7,5.132610408E7,9895.06,9890.13,9325.24,ky,4487,262,12,60,90,100,5839.091,163.08750000000003
2014_md_montgomery,0,90,61,1,md,116958.0,102378.0,14580.0,0.1247,74.0,0.5877,0.4123,0.6685,0.1233,0.0656,0.1426,0.1773,0.92,9.9075397109E8,8.5708116187E8,9.7024751646E8,9677.41,8371.73,9477.11,md,1009176,523,56,166,175,126,51.82446,134.42000000000002
2013_ms_forrest,0,107,58,1,ms,12021.0,9665.0,2356.0,0.196,70.0,0.5661,0.4339,0.7236,0.2617,0.006,0.0087,0.2977,1.04,9.674591101E7,1.0413081037E8,1.0517598573E8,10009.92,10774.01,10882.15,ms,47549,292,18,96,111,67,614.10333,337.86
2010_nm_chaves,0,72,35,0,nm,10742.0,9948.0,794.0,0.0739,71.0,0.5406,0.4594,0.698,0.0156,0.2735,0.0129,0.2684,0.96,8.12171064E7,8.030696188E7,8.78884049E7,8164.16,8072.67,8834.78,nm,48366,525,52,192,159,122,1085.4733,212.22000000000003
2011_nm_taos,0,85,38,1,nm,6378.0,5251.0,1127.0,0.1767,70.0,0.5308,0.4692,0.458,0.003,0.4946,0.0444,0.275,0.84,3.025830218E7,2.641270819E7,3.344660235E7,5762.39,5030.03,6369.57,nm,1587,13,0,0,0,13,819.15564,136.1181818181818
2011_ny_orange,0,166,62,1,ny,47952.0,41943.0,6009.0,0.1253,72.0,0.5605,0.4395,0.8369,0.0704,0.067,0.0257,0.2006,1.07,4.3516847985E8,3.7425909357E8,3.6564620225E8,10375.23,8923.04,8717.69,ny,5926,3001,173,1037,1090,701,50641.246,220.19230769230768
2010_nc_mecklenburg,0,177,92,1,nc,92427.0,75508.0,16919.0,0.1831,71.0,0.5875,0.4125,0.6859,0.2626,0.0221,0.0294,0.2019,0.98,6.5996479941E8,6.4148534214E8,6.8859106569E8,8740.33,8495.59,9119.45,nc,779541,1216,103,478,357,278,155.98923,135.65333333333334
2014_ok_caddo,0,74,42,1,ok,5394.0,5172.0,222.0,0.0412,71.0,0.5505,0.4495,0.7728,0.0232,0.0215,0.1825,0.2403,0.99,5.164086305E7,5.262336618E7,5.583933124E7,9984.7,10174.66,10796.47,ok,15704,310,16,77,102,115,1974.0194,401.08000000000004
2014_pa_bucks,0,172,72,1,pa,110773.0,71011.0,39762.0,0.359,72.0,0.5566,0.4434,0.9156,0.0259,0.0157,0.0429,0.1347,0.98,7.2990523443E8,6.7179942748E8,7.2078949955E8,10278.76,9460.5,10150.39,pa,60506,4188,198,1171,1436,1383,6921.6274,115.91428571428571
2011_tx_bell,0,136,77,1,tx,32206.0,23149.0,9057.0,0.2812,68.0,0.5456,0.4544,0.6608,0.1812,0.1172,0.0409,0.2153,0.98,2.1062851053E8,2.081018079E8,2.1697329197E8,9098.82,8989.67,9372.9,tx,27262,1175,86,385,325,379,4310.029,219.2846153846154
2013_va_fairfax,0,119,59,1,va,103784.0,89504.0,14280.0,0.1376,74.0,0.5581,0.4419,0.7439,0.0606,0.0483,0.1473,0.1147,0.83,7.1688702271E8,6.5724817717E8,8.1808835116E8,8009.55,7343.23,9140.24,va,2398,199,11,64,79,45,8298.582,123.96842105263158
2011_wa_clark,0,152,70,1,wa,57225.0,26264.0,30961.0,0.541,70.0,0.5335,0.4665,0.8879,0.0194,0.0254,0.0673,0.2832,0.96,2.2000388313E8,1.9908611454E8,2.1525976784E8,8376.63,7580.19,8196.0,wa,208119,985,88,375,290,232,473.2869,208.47692307692307
2014_wi_manitowoc,0,119,51,1,wi,17169.0,9874.0,7295.0,0.4249,72.0,0.5659,0.4341,0.953,0.003,0.0079,0.0361,0.2068,0.95,7.567406035E7,7.547381193E7,8.736929676E7,7663.97,7643.69,8848.42,wi,3809,770,49,242,214,265,20215.28,130.5
2013_ca_marin,0,124,61,1,ca,47096.0,28852.0,18244.0,0.3874,73.0,0.5523,0.4477,0.8849,0.0178,0.0362,0.0611,0.1241,0.83,2.834430785E8,2.1383247251E8,2.7528773271E8,9824.04,7411.36,9541.37,ca,68325,1374,109,457,477,331,2010.9769,192.2181818181818
2010_ca_santa clara,0,164,66,1,ca,191103.0,112940.0,78163.0,0.409,72.0,0.5492,0.4508,0.5446,0.0256,0.1474,0.2824,0.3578,0.93,1.10071684981E9,8.3168313413E8,8.8124531981E8,9746.03,7363.94,7802.77,ca,29926,3578,314,1305,1195,764,11956.158,292.81333333333333
2013_ca_stanislaus,0,165,118,1,ca,70137.0,38672.0,31465.0,0.4486,69.0,0.5285,0.4715,0.6716,0.0302,0.2356,0.0626,0.3894,1.03,3.7765131703E8,3.1046213544E8,3.1470267194E8,9765.5,8028.09,8137.74,ca,23474,2114,213,791,713,397,9005.708,319.3666666666667
2011_ct_litchfield,0,150,51,1,ct,32836.0,28006.0,4830.0,0.1471,73.0,0.565,0.435,0.9571,0.0102,0.0135,0.0192,0.2504,0.98,2.7175525889E8,2.3224449819E8,2.4583511886E8,9703.47,8292.67,8777.94,ct,11263,800,44,287,231,238,7102.903,80.65454545454544
2014_ct_middlesex,0,151,80,1,ct,29557.0,21797.0,7760.0,0.2625,74.0,0.5669,0.4331,0.9149,0.0345,0.0181,0.0324,0.2382,1.0,2.3185628722E8,1.9708038278E8,2.0780876848E8,10637.07,9041.63,9533.82,ct,12902,713,40,240,222,211,5526.275,82.14
2011_fl_putnam,0,61,29,0,fl,16521.0,13735.0,2786.0,0.1686,71.0,0.523,0.477,0.8531,0.108,0.029,0.0098,0.278,1.04,1.41343168E8,1.3927482252E8,1.3923011376E8,10290.73,10140.14,10136.88,fl,711,6,0,0,0,6,843.88184,241.28181818181818
2011_fl_santa rosa,0,147,71,1,fl,24301.0,19195.0,5106.0,0.2101,70.0,0.5297,0.4703,0.9332,0.0291,0.0174,0.0204,0.1581,0.97,1.7359382138E8,1.8172803871E8,1.9682592501E8,9043.7,9467.47,10254.02,fl,5842,4,0,0,0,4,68.4697,129.975
2010_il_dupage,0,110,72,1,il,108314.0,101660.0,6654.0,0.0614,74.0,0.5782,0.4218,0.884,0.0238,0.0404,0.0518,0.113,0.95,9.7454544858E8,9.2929197189E8,9.9560998747E8,9586.32,9141.18,9793.53,il,44121,30,0,0,0,30,67.99483,138.72857142857143
2012_ia_cerro gordo,0,66,39,1,ia,9505.0,9208.0,297.0,0.0312,73.0,0.57,0.43,0.968,0.005,0.0171,0.01,0.1827,0.91,6.702440747E7,6.670077595E7,7.920911788E7,7278.93,7243.79,8602.21,ia,28052,496,26,152,144,174,1768.145,196.2375
2014_md_harford,0,133,65,1,md,37921.0,34372.0,3549.0,0.0936,72.0,0.5653,0.4347,0.873,0.0845,0.0131,0.0294,0.1189,0.96,3.8497965366E8,3.2467090355E8,3.6933068748E8,11200.39,9445.8,10745.1,md,211586,686,70,223,234,159,324.21805,156.24166666666667
2010_mn_lyon,0,109,67,1,mn,4144.0,3013.0,1131.0,0.2729,73.0,0.5589,0.4411,0.9698,0.005,0.0093,0.0159,0.1334,0.81,2.348096758E7,2.41411398E7,3.094300682E7,7793.22,8012.33,10269.83,mn,13680,278,19,87,76,96,2032.1637,136.9625
2013_ms_desoto,0,112,61,1,ms,21731.0,18334.0,3397.0,0.1563,71.0,0.5745,0.4255,0.8589,0.1222,0.0074,0.0116,0.1525,0.98,1.7822578713E8,1.8615135362E8,2.0773452054E8,9721.05,10153.34,11330.56,ms,34827,635,44,242,163,186,1823.2981,402.1181818181818
2012_mt_flathead,0,94,60,1,mt,16860.0,13339.0,3521.0,0.2088,71.0,0.5156,0.4844,0.9616,0.0013,0.01,0.0271,0.1583,0.82,8.93944221E7,8.696551382E7,1.1471937174E8,6701.73,6519.64,8600.3,mt,20147,482,26,152,148,156,2392.4158,104.7625
2011_nm_eddy,0,119,84,1,nm,8903.0,8612.0,291.0,0.0327,71.0,0.5339,0.4661,0.6829,0.0154,0.2886,0.0131,0.2308,0.97,7.321006896E7,7.017005048E7,7.628664321E7,8500.94,8147.94,8858.18,nm,10430,242,22,73,68,79,2320.2302,145.48
2014_nc_buncombe,0,93,55,1,nc,50810.0,37428.0,13382.0,0.2634,71.0,0.5631,0.4369,0.9102,0.0557,0.0104,0.0237,0.2143,0.89,2.8511595689E8,2.9560185564E8,3.4372457145E8,7617.72,7897.88,9183.62,nc,88184,939,65,370,258,246,1064.819,140.9
2012_tx_bell,0,154,71,1,tx,33871.0,24126.0,9745.0,0.2877,68.0,0.5459,0.4541,0.6521,0.1847,0.1201,0.0431,0.2169,1.0,2.2841176457E8,2.2253254314E8,2.3679312793E8,9467.45,9223.76,9814.85,tx,68194,1203,85,402,340,376,1764.0847,233.2153846153846
2011_tx_ellis,0,174,84,1,tx,18019.0,15595.0,2424.0,0.1345,71.0,0.5584,0.4416,0.8298,0.086,0.0765,0.0077,0.1665,1.01,1.6602830804E8,1.6312165271E8,1.6549069665E8,10646.25,10459.87,10611.78,tx,2042,1144,69,365,390,320,56023.508,312.7416666666666
2013_va_henrico,0,100,59,1,va,44687.0,34630.0,10057.0,0.2251,73.0,0.6043,0.3957,0.7285,0.2274,0.0099,0.0342,0.1327,0.99,3.1861635106E8,3.154726985E8,3.4020677846E8,9200.59,9109.81,9824.05,va,7310,470,30,169,166,105,6429.5483,119.33333333333333
2014_wv_berkeley,0,90,58,1,wv,16819.0,13328.0,3491.0,0.2076,69.0,0.5332,0.4668,0.9157,0.0563,0.011,0.017,0.2071,0.96,1.0821013774E8,1.0557478042E8,1.1638779213E8,8119.01,7921.28,8732.58,wv,17765,234,16,93,95,30,1317.1967,200.72222222222223
2013_wy_converse,0,108,61,1,wy,2126.0,2100.0,26.0,0.0122,72.0,0.5386,0.4614,0.9462,0.0,0.0267,0.0271,0.141,0.82,1.991157448E7,1.700747941E7,2.384711587E7,9481.7,8098.8,11355.77,wy,5200,321,10,70,120,121,6173.0767,149.7875
2010_fl_highlands,0,97,51,1,fl,28504.0,23969.0,4535.0,0.1591,74.0,0.5392,0.4608,0.8847,0.0469,0.0551,0.0133,0.1489,1.09,2.6153085279E8,2.6646557242E8,2.5794264844E8,10911.21,11117.09,10761.51,fl,8836,4,0,0,0,4,45.269352,146.7166666666667
2010_fl_hillsborough,0,154,74,1,fl,161877.0,94263.0,67614.0,0.4177,72.0,0.5638,0.4362,0.7387,0.1049,0.1308,0.0256,0.2379,1.09,1.047124397E9,1.0464636635E9,9.8924064224E8,11108.54,11101.53,10494.47,fl,24541,4,0,0,0,4,16.299253,274.61333333333334
2012_il_cook,0,195,105,1,il,659411.0,573025.0,86386.0,0.131,72.0,0.5777,0.4223,0.6225,0.2348,0.098,0.0448,0.2415,1.07,6.88044846544E9,6.21388007376E9,5.9303787895E9,12007.24,10843.99,10349.25,il,22086,155,5,13,1,136,701.80206,178.16875
2011_me_aroostook,0,66,45,1,me,17543.0,15984.0,1559.0,0.0889,70.0,0.5317,0.4683,0.9755,0.003,0.0026,0.0189,0.5502,0.95,1.3276281133E8,1.2107337757E8,1.3573189257E8,8305.98,7574.66,8491.74,me,6122,805,29,245,271,260,13149.297,146.15
2011_mi_bay,0,76,60,1,mi,22408.0,17999.0,4409.0,0.1968,71.0,0.5623,0.4377,0.9475,0.0129,0.0243,0.0152,0.2163,0.98,1.7026620719E8,1.7131195303E8,1.7857813509E8,9459.76,9517.86,9921.56,mi,34906,509,42,160,154,153,1458.202,170.97777777777776
2013_mi_muskegon,0,126,74,1,mi,34018.0,21244.0,12774.0,0.3755,68.0,0.5516,0.4484,0.827,0.135,0.0203,0.0177,0.3058,1.01,1.9120212159E8,1.833343431E8,1.9369187298E8,9000.29,8629.94,9117.49,mi,36658,884,75,339,233,237,2411.4792,241.69166666666663
2010_oh_jefferson,0,152,84,1,oh,15182.0,9932.0,5250.0,0.3458,71.0,0.5586,0.4414,0.9291,0.0558,0.0047,0.0104,0.2508,1.05,1.0330972696E8,1.0965962732E8,1.0428910891E8,10401.7,11041.04,10500.31,oh,18659,282,24,84,56,118,1511.335,283.58
2013_or_washington,0,151,66,1,or,64389.0,25348.0,39041.0,0.6063,71.0,0.5458,0.4542,0.8635,0.0134,0.0511,0.072,0.1996,0.91,1.9970924312E8,1.8188200369E8,2.1078767511E8,7878.7,7175.4,8315.75,or,93551,1868,144,632,662,430,1996.7719,148.8857142857143
2014_pa_erie,0,101,63,1,pa,51813.0,26845.0,24968.0,0.4819,70.0,0.5489,0.4511,0.9165,0.0515,0.0167,0.0154,0.2689,1.04,2.4369822053E8,2.4730672734E8,2.4938450207E8,9077.97,9212.39,9289.79,pa,100403,1297,106,432,296,463,1291.7941,121.29166666666669
2014_ri_kent,0,97,50,1,ri,31805.0,17590.0,14215.0,0.4469,70.0,0.5636,0.4364,0.9424,0.0117,0.0204,0.0255,0.2293,1.04,1.8381945607E8,1.6190356644E8,1.6294860748E8,10450.22,9204.3,9263.71,ri,28934,746,50,302,204,190,2578.2815,195.14545454545453
2011_sd_pennington,0,94,54,1,sd,17142.0,14530.0,2612.0,0.1524,71.0,0.5374,0.4626,0.9127,0.0065,0.0105,0.0703,0.1649,0.85,1.086562353E8,9.870920365E7,1.2481457339E8,7478.06,6793.48,8590.13,sd,2369,200,8,42,68,82,8442.381,210.24
2010_tx_hunt,0,126,51,1,tx,13915.0,12614.0,1301.0,0.0935,71.0,0.5503,0.4497,0.8931,0.0713,0.0256,0.0099,0.1952,0.99,1.4056626974E8,1.3897874282E8,1.450766804E8,11143.67,11017.82,11501.24,tx,483,789,49,216,274,250,163354.05,229.75454545454542
2010_ut_utah,0,300,84,1,ut,36115.0,20229.0,15886.0,0.4399,71.0,0.5422,0.4578,0.9473,0.0021,0.0328,0.0178,0.1402,0.95,1.7217125637E8,1.7514772092E8,1.9588914604E8,8511.11,8658.25,9683.58,ut,7979,2695,126,947,762,860,33776.16,105.60999999999999
2011_va_loudoun,0,151,67,1,va,19757.0,16922.0,2835.0,0.1435,73.0,0.5734,0.4266,0.8098,0.0642,0.0346,0.0914,0.1008,0.9,1.4270893732E8,1.3472226429E8,1.5697774941E8,8433.34,7961.37,9276.55,va,23045,174,14,58,19,83,755.0445,103.93333333333334
2013_az_pinal,3,902,131,1,az,55448.0,31500.0,23948.0,0.4319,71.0,0.5058,0.4942,0.8304,0.0258,0.088,0.0558,0.1135,0.94,2.9594323825E8,2.8202826477E8,3.3554768455E8,9395.02,8953.28,10652.31,az,20736,315,17,98,113,87,1519.0972,200.35
2010_ar_white,0,89,62,1,ar,13776.0,12038.0,1738.0,0.1262,70.0,0.5555,0.4445,0.9636,0.0229,0.0061,0.0074,0.2314,0.94,1.0180531034E8,1.0752258714E8,1.1740684182E8,8457.0,8931.93,9753.02,ar,22858,670,28,178,242,222,2931.14,415.0222222222222
2013_ca_colusa,0,126,63,1,ca,3016.0,2803.0,213.0,0.0706,71.0,0.507,0.493,0.6629,0.01,0.279,0.0482,0.2669,0.93,2.427651628E7,1.880976922E7,2.057450021E7,8660.9,6710.58,7340.17,ca,10296,349,30,90,123,106,3389.6658,310.6375
2011_ca_imperial,0,164,93,1,ca,21344.0,19809.0,1535.0,0.0719,71.0,0.499,0.501,0.2612,0.0183,0.6956,0.0249,0.5457,1.08,1.9893128407E8,1.6967644916E8,1.5839785782E8,10042.47,8565.62,7996.26,ca,14931,1218,97,423,422,276,8157.5244,293.19166666666666
2012_ca_mariposa,0,166,105,1,ca,4146.0,3908.0,238.0,0.0574,72.0,0.5171,0.4829,0.926,0.0059,0.0363,0.0317,0.1638,0.82,3.083534362E7,2.549134588E7,3.446912546E7,7890.31,6522.86,8820.14,ca,18360,193,17,54,80,42,1051.1982,212.5142857142857
2014_ca_mendocino,0,95,58,1,ca,19247.0,17702.0,1545.0,0.0803,70.0,0.5185,0.4815,0.8714,0.0068,0.0637,0.058,0.2677,0.84,1.4526156905E8,1.0948182016E8,1.3889213499E8,8205.94,6184.71,7846.13,ca,59639,811,68,263,303,177,1359.8484,175.9
2014_ca_orange,0,156,87,1,ca,407540.0,196678.0,210862.0,0.5174,74.0,0.5561,0.4439,0.6695,0.0123,0.1079,0.2102,0.2573,1.05,2.21554066583E9,1.88264742314E9,1.86286252889E9,11264.81,9572.23,9471.64,ca,87759,7832,755,2846,2674,1557,8924.441,200.025
2014_ca_placer,0,240,97,1,ca,67016.0,34404.0,32612.0,0.4866,72.0,0.5392,0.4608,0.8782,0.0115,0.0547,0.0556,0.1386,0.89,3.1139365534E8,2.4755525194E8,2.98030133E8,9051.09,7195.54,8662.66,ca,60371,1151,109,420,384,238,1906.5446,205.59285714285716
2014_ct_new london,0,104,62,1,ct,46436.0,37449.0,8987.0,0.1935,72.0,0.5614,0.4386,0.8856,0.0383,0.035,0.0411,0.2756,1.06,4.0399640327E8,3.4715064564E8,3.4656560701E8,10787.91,9269.96,9254.34,ct,30339,1121,88,413,357,263,3694.9143,115.78461538461539
2013_fl_broward,0,118,55,1,fl,262787.0,116897.0,145890.0,0.5552,73.0,0.5597,0.4403,0.7129,0.1335,0.1166,0.0371,0.2422,1.19,1.53227612238E9,1.45764888074E9,1.27924095362E9,13107.92,12469.51,10943.32,fl,7682,31,0,0,0,31,403.54077,118.28571428571429
2012_ga_sumter,0,97,54,1,ga,5409.0,3937.0,1472.0,0.2721,70.0,0.558,0.442,0.605,0.38,0.0066,0.0084,0.3459,1.09,3.340935229E7,3.46531213E7,3.422583993E7,8485.99,8801.91,8693.38,ga,14691,352,23,131,100,98,2396.0247,220.7
2010_mi_wayne,0,140,85,1,mi,280970.0,225948.0,55022.0,0.1958,70.0,0.576,0.424,0.5621,0.3954,0.02,0.0225,0.2488,1.23,3.00409995269E9,2.76532308195E9,2.33217344068E9,13295.54,12238.76,10321.73,mi,713777,6479,560,2174,2034,1711,907.7065,271.7375
2010_mn_olmsted,0,123,71,1,mn,19757.0,14481.0,5276.0,0.267,73.0,0.5661,0.4339,0.9564,0.012,0.0072,0.0244,0.1422,0.83,1.044126594E8,9.412253863E7,1.1343571095E8,7210.32,6499.73,7833.42,mn,106769,489,44,176,171,98,457.99808,192.08181818181814
2010_mo_jackson,0,119,68,1,mo,96863.0,64546.0,32317.0,0.3336,70.0,0.5682,0.4318,0.7519,0.2088,0.0244,0.0149,0.2258,1.03,6.1783420329E8,6.0958154754E8,6.1226402026E8,9572.0,9444.14,9485.7,mo,24475,2379,189,839,720,631,9720.123,183.42
2010_nm_eddy,0,101,65,1,nm,8902.0,8335.0,567.0,0.0637,71.0,0.5352,0.4648,0.6974,0.0151,0.2753,0.0121,0.2295,0.96,7.413511169E7,7.295318766E7,8.050735771E7,8894.43,8752.63,9658.95,nm,2328,356,20,97,88,151,15292.096,144.01
2014_nm_lincoln,0,56,26,0,nm,5161.0,4047.0,1114.0,0.2158,72.0,0.5095,0.4905,0.8406,0.0027,0.1322,0.0245,0.1636,0.74,2.846854103E7,2.651564193E7,3.681674614E7,7034.48,6551.93,9097.29,nm,9940,189,24,59,52,54,1901.4084,139.7555555555556
2012_nm_luna,3,994,77,1,nm,5905.0,4296.0,1609.0,0.2725,71.0,0.4735,0.5265,0.6501,0.0088,0.3275,0.0135,0.2726,0.93,2.931241708E7,2.953351097E7,3.244904104E7,6823.19,6874.65,7553.31,nm,4781,2,0,0,0,2,41.832253,167.9777777777778
2014_nm_luna,0,224,54,1,nm,6025.0,4014.0,2011.0,0.3338,72.0,0.4753,0.5247,0.6375,0.0082,0.3378,0.0164,0.2815,0.92,3.188722262E7,3.054243835E7,3.113651538E7,7944.0,7608.98,7756.98,nm,4650,32,4,5,13,10,688.17206,211.89999999999998
2011_nm_rio arriba,0,84,25,0,nm,6960.0,5480.0,1480.0,0.2126,68.0,0.5148,0.4852,0.2361,0.0024,0.6739,0.0876,0.2971,0.87,3.670714811E7,3.224139527E7,3.84669832E7,6698.38,5883.47,7019.52,nm,88500,502,45,165,109,183,567.2316,211.0
2010_ny_nassau,0,96,64,1,ny,207378.0,161168.0,46210.0,0.2228,74.0,0.575,0.425,0.8505,0.0693,0.0403,0.0399,0.1483,1.1,1.97509744008E9,1.63005079733E9,1.5848436096E9,12254.9,10113.99,9833.49,ny,42860,1510,134,542,457,377,3523.0984,212.85714285714286
2011_nc_alexander,0,105,64,1,nc,6584.0,5529.0,1055.0,0.1602,70.0,0.5632,0.4368,0.9316,0.0562,0.0045,0.0076,0.2266,0.95,4.639943093E7,4.765934044E7,5.259004437E7,8392.01,8619.88,9511.67,nc,2125,292,18,127,58,89,13741.176,132.0
2010_nc_duplin,0,67,57,1,nc,8859.0,8549.0,310.0,0.035,70.0,0.5588,0.4412,0.6601,0.3233,0.0117,0.0049,0.3227,1.0,7.943077367E7,7.678189624E7,8.133071433E7,9291.24,8981.39,9513.48,nc,3054,274,11,93,87,83,8971.84,288.6
2011_ok_carter,0,177,105,1,ok,9055.0,8367.0,688.0,0.076,70.0,0.5536,0.4464,0.8339,0.063,0.0103,0.0929,0.2267,0.96,8.49386558E7,8.650218797E7,8.991363908E7,10151.63,10338.5,10746.22,ok,13855,572,41,149,214,168,4128.4736,315.25
2010_ok_love,0,108,71,1,ok,1877.0,1798.0,79.0,0.0421,71.0,0.5267,0.4733,0.8977,0.0234,0.0184,0.0606,0.2113,0.9,1.91646023E7,2.084524462E7,2.362024594E7,10658.84,11593.57,13136.96,ok,2626,131,6,12,69,44,4988.5757,270.875
2014_tx_tarrant,0,156,74,1,tx,211431.0,120223.0,91208.0,0.4314,71.0,0.5597,0.4403,0.742,0.1222,0.0918,0.0441,0.1829,1.13,1.41316035831E9,1.40258239948E9,1.28748852062E9,11754.49,11666.51,10709.17,tx,8044,4639,343,1443,1633,1220,57670.312,281.85333333333335
2010_tx_victoria,0,112,49,1,tx,13747.0,12542.0,1205.0,0.0877,71.0,0.5467,0.4533,0.6756,0.0586,0.2571,0.0086,0.2162,1.03,1.2365014458E8,1.3111041567E8,1.2247459707E8,9858.89,10453.71,9765.16,tx,24201,487,45,157,165,120,2012.3135,246.48333333333335
2014_va_albemarle,0,77,52,1,va,16031.0,14032.0,1999.0,0.1247,74.0,0.5723,0.4277,0.8885,0.0711,0.007,0.0334,0.0765,0.88,1.1565302724E8,1.0915922897E8,1.2833632066E8,8242.09,7779.31,9145.97,va,104033,268,23,104,88,53,257.61057,97.48181818181818
2014_wa_yakima,0,156,67,1,wa,36543.0,28772.0,7771.0,0.2127,71.0,0.5363,0.4637,0.7814,0.0095,0.1553,0.0538,0.2624,0.93,2.3774961574E8,2.192355598E8,2.526113641E8,8263.23,7619.75,8779.76,wa,9024,1281,105,521,276,379,14195.4795,227.88571428571427
2010_wv_monongalia,0,143,77,1,wv,10508.0,7946.0,2562.0,0.2438,71.0,0.5501,0.4499,0.963,0.0208,0.0039,0.0123,0.2116,0.96,7.217645753E7,7.228567723E7,7.650815564E7,9083.37,9097.12,9628.51,wv,59940,471,44,164,144,119,785.7858,176.35
2010_al_mobile,0,140,71,1,al,65935.0,39983.0,25952.0,0.3936,70.0,0.5603,0.4397,0.7029,0.2781,0.0066,0.0124,0.1877,1.01,3.4957880424E8,3.8168126644E8,3.9326741017E8,8743.19,9546.09,9835.87,al,6168,281,14,73,52,142,4555.772,218.875
2014_ca_amador,0,133,80,1,ca,9583.0,7530.0,2053.0,0.2142,72.0,0.5278,0.4722,0.9284,0.0036,0.0408,0.0272,0.1251,0.81,6.790231199E7,5.291268078E7,6.700121846E7,9017.57,7026.92,8897.9,ca,22650,446,38,107,189,112,1969.095,133.66666666666666
2012_ca_los angeles,0,207,151,1,ca,1122270.0,596299.0,525971.0,0.4687,72.0,0.5533,0.4467,0.5019,0.098,0.2258,0.1742,0.4381,1.19,8.13417883727E9,6.81493185231E9,5.68763007186E9,13641.11,11428.72,9538.22,ca,27850,18980,1910,7194,6296,3580,68150.805,268.4625
